Customer_ID,Age,Gender,Marital_Status,Annual_Income,Region,Customer_Risk_Score,Policy_ID,Policy_Type,Coverage_Amount,Premium_Amount,Payment_Frequency,Policy_Start_Date,Policy_Tenure_Years,Policy_End_Date,Claim_ID,Claim_Type,Incident_Date,Report_Date,Time_to_Report_Days,Prior_Claims_Count,Adjuster_ID,Provider_ID,Weather_Severity_Index,Claim_Amount,Severity_Bucket,Fraud_Flag,Lapse_Label
6164,62,Female,Divorced,181458,Northeast,0.37311697265438126,106164,Renters,99006,1224.87,Quarterly,2016-11-16,4,2020-11-15,506164,Liability,2018-07-15,2018-08-10,26,0,1058,2261,0.8668522925050427,13354.82,Medium,0,1
6165,64,Female,Married,91760,West,0.4841430672512463,106165,Renters,100116,692.92,Yearly,2017-01-23,5,2022-01-22,506165,Liability,2017-09-14,2017-09-18,4,0,1005,2286,0.6534822777671094,9148.15,Medium,0,0
6166,37,Female,Married,97370,Northeast,0.32787976326536505,106166,Home,753442,8138.32,Yearly,2015-04-05,1,2016-04-04,506166,Water Damage,2022-01-24,2022-01-26,2,0,1066,2152,0.4484556931370631,194628.11,High,0,0
6167,36,Female,Married,159841,South,0.2258199533570526,106167,Home,922720,6688.44,Monthly,2016-05-27,7,2023-05-26,506167,Liability,2022-11-02,2022-11-25,23,3,1035,2092,0.41876376378538605,292170.86,High,0,0
6168,52,Male,Single,84470,Northeast,0.41630324848796657,106168,Home,174296,1583.71,Monthly,2017-08-19,6,2023-08-18,506168,Water Damage,2020-10-02,2020-10-27,25,1,1054,2293,0.24846214691487079,14886.09,Medium,0,0
6169,21,Female,Married,149688,Northeast,0.15313092755430335,106169,Auto,106486,542.65,Quarterly,2022-06-04,5,2027-06-03,506169,Liability,2018-04-08,2018-04-08,0,0,1058,2029,0.9318997540329952,13983.78,Medium,0,0
6170,22,Female,Widowed,83283,Midwest,0.0,106170,Auto,45256,485.64,Quarterly,2017-10-27,2,2019-10-27,506170,Collision,2019-02-14,2019-02-23,9,3,1075,2284,0.34915060757349947,7990.71,Medium,0,0
6171,18,Male,Single,160263,Northeast,0.3419324093331576,106171,Auto,145722,2194.38,Quarterly,2022-11-10,4,2026-11-09,506171,Liability,2016-07-19,2016-08-13,25,1,1039,2130,0.1896792730861656,3216.46,Low,0,0
6172,21,Male,Divorced,163425,South,0.0,106172,Auto,23849,365.1,Quarterly,2015-11-24,9,2024-11-21,506172,Comprehensive,2020-06-29,2020-07-23,24,1,1039,2213,0.847792221505271,5921.32,Medium,0,0
6173,29,Male,Divorced,43878,West,0.14331389075896622,106173,Home,839594,9442.89,Monthly,2017-05-12,4,2021-05-11,506173,Water Damage,2019-04-29,2019-05-22,23,1,1005,2294,0.49611151366424966,157805.37,High,0,0
6174,77,Male,Married,147743,Northeast,0.8939030004315103,106174,Auto,50496,805.0,Monthly,2016-11-14,9,2025-11-12,506174,Collision,2020-05-15,2020-05-30,15,1,1071,2193,0.19913698580132522,24198.98,Medium,1,0
6175,44,Male,Single,106668,West,0.22840354787559683,106175,Renters,82873,941.79,Yearly,2019-06-15,6,2025-06-13,506175,Theft,2021-11-07,2021-11-30,23,3,1035,2104,0.9040958494587885,21845.1,Medium,0,0
6176,73,Male,Widowed,38203,Midwest,0.7858822699609274,106176,Renters,56044,1039.13,Monthly,2016-02-26,4,2020-02-25,506176,Theft,2020-09-21,2020-09-30,9,0,1030,2058,0.011538585594040973,15158.21,Medium,0,0
6177,59,Male,Widowed,40322,South,0.6738257263592118,106177,Home,686464,6689.92,Monthly,2016-01-27,6,2022-01-25,506177,Theft,2021-05-05,2021-06-02,28,0,1048,2123,0.45765127308226417,24944.8,Medium,0,0
6178,40,Male,Single,106831,South,0.15335753679579137,106178,Home,890634,12503.15,Yearly,2015-09-19,5,2020-09-17,506178,Water Damage,2021-03-31,2021-04-20,20,1,1093,2069,0.581066431893825,22062.26,Medium,1,0
6179,42,Male,Married,65925,West,0.19043962852411137,106179,Renters,42796,279.54,Yearly,2020-04-22,7,2027-04-21,506179,Liability,2019-08-11,2019-09-05,25,0,1058,2110,0.2410897321238049,10503.75,Medium,1,0
6180,38,Female,Divorced,52247,South,0.13561049823620291,106180,Life,893153,11166.23,Yearly,2021-02-24,5,2026-02-23,506180,Critical Illness,2017-07-11,2017-07-23,12,0,1069,2278,0.0,240585.27,High,1,0
6181,78,Male,Divorced,137930,Midwest,0.7560890702999538,106181,Life,691285,7381.32,Yearly,2015-08-09,8,2023-08-07,506181,Death,2019-05-13,2019-05-17,4,0,1090,2187,0.0,84816.0,High,0,0
6182,75,Female,Widowed,178412,West,0.4218387022789437,106182,Auto,39001,345.36,Monthly,2015-04-18,1,2016-04-17,506182,Collision,2016-01-02,2016-01-05,3,0,1084,2091,0.7929618187760141,14473.09,Medium,0,0
6183,69,Female,Widowed,149496,South,0.4758251211404041,106183,Life,583288,5691.37,Yearly,2019-06-15,4,2023-06-14,506183,Critical Illness,2016-11-02,2016-11-18,16,1,1038,2275,0.0,88987.7,High,1,1
6184,41,Female,Widowed,183594,Midwest,0.17598708366899896,106184,Auto,144206,1409.87,Yearly,2020-11-16,4,2024-11-15,506184,Comprehensive,2018-10-26,2018-11-23,28,1,1064,2233,0.049387522076566936,18742.0,Medium,0,0
6185,42,Female,Divorced,107631,Midwest,0.3299600409979222,106185,Home,484531,5941.45,Yearly,2015-12-07,2,2017-12-06,506185,Liability,2022-03-26,2022-04-02,7,0,1088,2177,0.2207526341019852,109566.57,High,0,0
6186,62,Female,Widowed,76335,Northeast,0.40350418877168204,106186,Home,653581,11535.48,Monthly,2016-03-01,9,2025-02-27,506186,Water Damage,2019-06-30,2019-07-07,7,1,1088,2188,0.3330505424035002,39133.74,High,0,0
6187,72,Female,Divorced,118961,South,0.7556212795632602,106187,Renters,71142,875.55,Yearly,2017-12-11,7,2024-12-09,506187,Theft,2018-05-05,2018-05-15,10,1,1022,2066,0.5480861071591394,9358.83,Medium,0,0
6188,63,Female,Divorced,64723,West,0.31295361008363487,106188,Renters,59723,485.23,Quarterly,2021-12-06,1,2022-12-06,506188,Liability,2022-11-16,2022-11-19,3,1,1019,2255,0.15612674172290164,23205.33,Medium,1,0
6189,49,Female,Married,34991,Northeast,0.2955708252547769,106189,Home,291164,1757.73,Yearly,2016-09-28,7,2023-09-27,506189,Fire,2022-08-29,2022-09-27,29,2,1079,2185,0.611275830373468,52589.59,High,0,0
6190,72,Male,Married,197905,West,0.617690370689344,106190,Auto,35748,366.18,Monthly,2015-12-12,6,2021-12-10,506190,Comprehensive,2016-09-30,2016-10-18,18,0,1030,2277,0.6493713190163432,12671.1,Medium,0,0
6191,49,Female,Married,177139,Northeast,0.34084216479588203,106191,Renters,39045,287.34,Yearly,2022-05-06,1,2023-05-06,506191,Fire,2016-08-30,2016-09-11,12,0,1023,2164,0.27803466599278837,2683.91,Low,0,0
6192,22,Female,Widowed,43763,Midwest,0.32202957075976874,106192,Life,712329,12491.66,Yearly,2019-05-16,6,2025-05-14,506192,Critical Illness,2020-08-07,2020-08-17,10,0,1032,2077,0.0,169394.1,High,0,0
6193,53,Female,Divorced,74863,Northeast,0.3853491444485115,106193,Life,272961,5438.66,Yearly,2018-06-21,9,2027-06-19,506193,Disability,2017-07-28,2017-08-20,23,0,1007,2156,0.0,61704.28,High,0,1
6194,63,Female,Widowed,47408,Northeast,0.4354012409453741,106194,Auto,110002,1950.18,Yearly,2017-07-28,2,2019-07-28,506194,Comprehensive,2017-08-11,2017-08-26,15,1,1045,2222,0.1328764820464411,33334.46,High,0,0
6195,59,Male,Divorced,186248,Northeast,0.45818308113570017,106195,Auto,67566,727.71,Monthly,2017-10-10,4,2021-10-09,506195,Collision,2021-05-23,2021-06-17,25,0,1099,2047,0.22492773974757097,6145.07,Medium,1,0
6196,66,Female,Married,196169,South,0.6295120513280674,106196,Home,567296,3526.17,Monthly,2018-03-09,8,2026-03-07,506196,Water Damage,2017-10-18,2017-11-12,25,0,1016,2081,0.17753640266895132,240889.37,High,0,0
6197,59,Male,Married,144177,Northeast,0.4675845505578319,106197,Life,747915,11698.21,Yearly,2019-12-21,7,2026-12-19,506197,Critical Illness,2018-09-20,2018-09-26,6,1,1044,2177,0.0,101946.36,High,1,0
6198,75,Male,Widowed,196866,Midwest,0.6824601757576005,106198,Auto,114754,1723.77,Yearly,2022-01-10,4,2026-01-09,506198,Liability,2020-05-21,2020-06-14,24,1,1072,2234,0.4197222196474023,24003.22,Medium,1,0
6199,56,Female,Divorced,119767,West,0.4108805859077014,106199,Home,244563,1469.43,Monthly,2016-06-01,8,2024-05-30,506199,Water Damage,2017-10-15,2017-11-02,18,1,1022,2131,0.5118093803786898,30103.06,High,1,0
6200,33,Female,Widowed,31011,South,0.205099296731854,106200,Home,457347,7697.93,Quarterly,2016-06-21,9,2025-06-19,506200,Liability,2020-09-12,2020-09-15,3,1,1011,2189,0.43763922349408846,70622.71,High,1,0
6201,50,Male,Single,184499,Midwest,0.5272522239185199,106201,Life,656876,11408.62,Yearly,2020-11-27,6,2026-11-26,506201,Death,2020-05-20,2020-06-02,13,1,1051,2233,0.0,246275.71,High,1,1
6202,66,Female,Widowed,68392,South,0.6595570916904621,106202,Life,115869,1826.88,Yearly,2016-11-29,6,2022-11-28,506202,Disability,2022-08-19,2022-09-12,24,0,1063,2169,0.0,19676.62,Medium,1,0
6203,38,Female,Married,88990,West,0.022689124536210737,106203,Life,369481,5880.33,Monthly,2015-04-28,1,2016-04-27,506203,Critical Illness,2018-03-03,2018-03-18,15,1,1012,2028,0.0,10370.01,Medium,0,0
6204,78,Male,Divorced,176301,West,0.9220893033724834,106204,Auto,143366,2200.18,Yearly,2015-05-24,3,2018-05-23,506204,Comprehensive,2018-10-15,2018-10-15,0,1,1016,2211,0.07632803035049085,41556.6,High,0,0
6205,26,Male,Divorced,108780,West,0.0,106205,Renters,81978,946.21,Quarterly,2022-06-10,6,2028-06-08,506205,Liability,2019-12-06,2019-12-25,19,0,1086,2122,0.12000632212034346,23399.93,Medium,0,0
6206,23,Female,Widowed,186374,South,0.2320877474163596,106206,Auto,132429,1886.4,Quarterly,2019-01-01,7,2025-12-30,506206,Comprehensive,2016-10-15,2016-10-27,12,0,1059,2205,0.16116624433022175,31290.49,High,0,0
6207,68,Female,Married,53536,South,0.45356240455980423,106207,Home,809646,11539.03,Monthly,2018-08-25,6,2024-08-23,506207,Water Damage,2018-07-15,2018-08-11,27,0,1046,2181,0.7353689984219786,219445.84,High,0,0
6208,62,Female,Single,117746,West,0.5826896962613926,106208,Auto,45483,594.29,Quarterly,2020-05-04,4,2024-05-03,506208,Comprehensive,2019-02-05,2019-02-17,12,2,1026,2054,0.00339501469039194,15739.51,Medium,0,0
6209,52,Male,Widowed,35585,West,0.8781571636950265,106209,Renters,145734,2048.82,Quarterly,2020-03-28,4,2024-03-27,506209,Theft,2017-07-29,2017-08-24,26,1,1062,2067,0.4540851061593252,30183.38,High,0,0
6210,56,Female,Divorced,87210,Midwest,0.6436835380796915,106210,Auto,92577,1017.58,Monthly,2021-01-23,7,2028-01-22,506210,Comprehensive,2020-07-02,2020-07-15,13,1,1091,2141,0.5060545515886284,3646.01,Low,0,0
6211,39,Male,Married,166528,West,0.05385489149132756,106211,Life,556966,8451.63,Yearly,2018-01-20,7,2025-01-18,506211,Critical Illness,2017-05-20,2017-06-05,16,1,1014,2228,0.0,71009.5,High,0,0
6212,58,Male,Divorced,152365,Northeast,0.4642044635263859,106212,Auto,37507,315.25,Monthly,2021-02-24,1,2022-02-24,506212,Comprehensive,2022-07-27,2022-08-24,28,1,1060,2229,0.030974887179114563,11932.25,Medium,1,0
6213,71,Female,Divorced,198361,South,0.704458141023687,106213,Life,832080,14810.46,Yearly,2019-12-28,7,2026-12-26,506213,Death,2017-09-13,2017-10-11,28,2,1028,2129,0.0,39611.93,High,0,0
6214,22,Male,Divorced,39775,Midwest,0.36196431755536274,106214,Life,562247,9987.74,Monthly,2016-07-07,1,2017-07-07,506214,Death,2018-04-23,2018-05-02,9,1,1029,2270,0.0,134791.35,High,0,0
6215,59,Female,Divorced,44099,South,0.7872485546016899,106215,Home,666312,8307.53,Monthly,2022-10-28,4,2026-10-27,506215,Water Damage,2020-12-21,2021-01-09,19,1,1046,2039,0.10341903157180055,144753.74,High,0,0
6216,40,Female,Single,132341,West,0.10662356430057518,106216,Auto,132119,1644.74,Monthly,2021-01-17,1,2022-01-17,506216,Collision,2017-08-06,2017-09-02,27,1,1041,2197,0.6907362863944561,32492.19,High,0,0
6217,34,Male,Married,71842,Northeast,0.4934428206175335,106217,Auto,113189,1243.46,Yearly,2016-12-26,5,2021-12-25,506217,Liability,2019-02-02,2019-02-28,26,0,1021,2057,0.723724167292338,10470.01,Medium,0,0
6218,29,Female,Widowed,87163,West,0.18385559762396703,106218,Auto,31997,181.94,Yearly,2021-08-17,9,2030-08-15,506218,Comprehensive,2019-09-03,2019-09-14,11,0,1046,2070,0.11992129414940478,10834.52,Medium,0,0
6219,40,Male,Married,152863,South,0.2299962355404514,106219,Renters,26612,190.25,Monthly,2021-09-13,4,2025-09-12,506219,Theft,2016-02-14,2016-02-19,5,0,1060,2280,0.6908851345879433,8803.45,Medium,0,0
6220,33,Male,Married,125608,Midwest,0.26115949643887676,106220,Auto,37335,586.81,Quarterly,2020-02-14,9,2029-02-11,506220,Collision,2017-04-25,2017-05-16,21,0,1037,2004,0.8923748425720666,7314.87,Medium,0,0
6221,20,Female,Married,170931,South,0.0,106221,Auto,43061,307.5,Yearly,2022-01-28,4,2026-01-27,506221,Comprehensive,2021-11-02,2021-11-10,8,0,1043,2016,0.46645530357122866,2954.57,Low,0,0
6222,47,Female,Widowed,139478,Midwest,0.26883801670339275,106222,Auto,102040,1140.88,Monthly,2022-02-17,2,2024-02-17,506222,Liability,2019-06-28,2019-07-05,7,1,1056,2048,0.8874970427049989,5370.91,Medium,0,0
6223,74,Female,Married,85700,Northeast,0.46150900163823977,106223,Renters,39082,403.07,Yearly,2021-04-29,6,2027-04-28,506223,Liability,2021-11-17,2021-12-10,23,1,1035,2183,0.3373553543577389,1291.77,Low,0,0
6224,39,Female,Widowed,32539,West,0.49963280260518167,106224,Auto,38022,315.31,Quarterly,2019-11-17,8,2027-11-15,506224,Comprehensive,2017-02-24,2017-03-14,18,3,1048,2150,0.6936884924100488,2017.76,Low,1,0
6225,26,Male,Widowed,138609,West,0.394839772538368,106225,Life,775121,10024.33,Yearly,2020-11-14,7,2027-11-13,506225,Critical Illness,2022-09-17,2022-10-08,21,0,1078,2139,0.0,224743.42,High,1,0
6226,46,Male,Single,108735,Northeast,0.36799695982634795,106226,Life,116508,1217.05,Monthly,2022-03-05,3,2025-03-04,506226,Death,2021-04-13,2021-04-29,16,0,1069,2147,0.0,31539.95,High,0,0
6227,64,Male,Divorced,194230,South,0.5518773913926597,106227,Auto,122150,2002.4,Quarterly,2022-03-04,2,2024-03-03,506227,Collision,2018-08-09,2018-09-04,26,1,1069,2299,0.16325788677034092,7128.5,Medium,0,0
6228,54,Female,Widowed,87824,Northeast,0.5403694311859568,106228,Life,588515,8583.25,Quarterly,2020-12-26,7,2027-12-25,506228,Death,2020-11-30,2020-12-18,18,0,1005,2163,0.0,225813.01,High,0,1
6229,40,Male,Divorced,42281,West,0.22212686526950529,106229,Auto,67646,825.83,Yearly,2018-06-22,6,2024-06-20,506229,Comprehensive,2019-05-08,2019-05-17,9,1,1059,2228,0.3724213117287307,11890.19,Medium,0,0
6230,30,Male,Married,176192,Midwest,0.0,106230,Renters,123991,1690.27,Monthly,2018-11-23,3,2021-11-22,506230,Fire,2017-05-26,2017-06-17,22,1,1042,2166,0.031193900180873868,32948.82,High,0,0
6231,49,Female,Divorced,39946,West,1.0,106231,Home,633879,7269.13,Quarterly,2020-05-26,2,2022-05-26,506231,Liability,2022-01-25,2022-02-02,8,0,1089,2208,0.9082756803556533,216842.95,High,1,1
6232,63,Female,Divorced,154128,South,0.41455769087169103,106232,Life,679449,11381.33,Quarterly,2021-01-19,6,2027-01-18,506232,Disability,2022-11-03,2022-11-04,1,1,1034,2106,0.0,95634.5,High,0,0
6233,69,Female,Divorced,154016,Midwest,0.5651276825141334,106233,Home,456409,8857.17,Monthly,2017-07-19,5,2022-07-18,506233,Water Damage,2021-02-04,2021-02-12,8,1,1038,2239,0.8957121936675377,51745.69,High,0,0
6234,64,Male,Married,106427,South,0.4547545825035111,106234,Home,357161,5894.08,Monthly,2016-01-02,2,2018-01-01,506234,Fire,2017-09-21,2017-10-15,24,0,1067,2114,0.497727115671621,74528.15,High,1,0
6235,65,Female,Married,56111,West,0.8314792737334286,106235,Auto,126231,2262.76,Quarterly,2019-12-15,3,2022-12-14,506235,Liability,2016-10-15,2016-11-09,25,1,1015,2110,0.42024013078983447,7025.94,Medium,0,0
6236,40,Male,Widowed,63290,West,0.5682723885835881,106236,Renters,41411,693.84,Monthly,2018-06-15,8,2026-06-13,506236,Fire,2019-10-30,2019-11-22,23,0,1021,2290,0.5996000088897924,11915.47,Medium,0,0
6237,62,Male,Widowed,195534,Midwest,0.549845975220404,106237,Home,230982,2567.17,Quarterly,2019-02-07,8,2027-02-05,506237,Theft,2019-01-19,2019-02-17,29,0,1081,2275,0.5558177372161781,88371.34,High,0,0
6238,34,Male,Single,34837,South,0.4467662964552348,106238,Life,447838,7977.06,Monthly,2019-08-16,3,2022-08-15,506238,Critical Illness,2016-06-16,2016-07-02,16,0,1058,2191,0.0,73642.63,High,0,0
6239,72,Male,Married,41801,Midwest,0.7142476816048302,106239,Renters,39640,220.77,Monthly,2017-11-30,3,2020-11-29,506239,Liability,2020-04-11,2020-04-12,1,1,1044,2216,0.8921262497344026,7936.55,Medium,1,0
6240,57,Male,Single,159342,Midwest,0.39332918304807635,106240,Life,793447,14506.84,Quarterly,2016-09-29,8,2024-09-27,506240,Critical Illness,2018-11-12,2018-12-02,20,0,1004,2025,0.0,70481.2,High,1,1
6241,38,Female,Married,184782,South,0.3319684495219163,106241,Life,644637,7768.01,Quarterly,2018-05-28,9,2027-05-26,506241,Death,2017-04-07,2017-04-21,14,0,1072,2262,0.0,21411.32,Medium,0,1
6242,19,Male,Divorced,127157,Midwest,0.0,106242,Renters,140255,1395.52,Quarterly,2015-02-13,6,2021-02-11,506242,Liability,2021-03-25,2021-04-23,29,0,1010,2065,0.7750490922135436,30780.33,High,0,0
6243,54,Female,Single,70916,Northeast,0.45394357307506633,106243,Life,518368,6675.25,Monthly,2015-01-01,4,2018-12-31,506243,Critical Illness,2020-10-10,2020-10-31,21,3,1035,2065,0.0,38290.75,High,0,0
6244,23,Male,Single,174137,Midwest,0.0,106244,Auto,106173,1626.5,Yearly,2020-11-13,3,2023-11-13,506244,Liability,2022-07-24,2022-07-31,7,0,1070,2010,0.6519789441355482,32378.23,High,0,0
6245,61,Male,Single,92546,West,0.676810804876534,106245,Auto,118270,1682.91,Monthly,2016-07-12,3,2019-07-12,506245,Liability,2017-11-20,2017-12-07,17,1,1054,2047,0.729610197531479,44879.89,High,0,0
6246,35,Female,Married,75474,South,0.2597911913368122,106246,Renters,140746,2008.66,Quarterly,2018-11-09,6,2024-11-07,506246,Liability,2021-06-18,2021-06-25,7,0,1041,2251,0.597326022409498,45236.09,High,0,0
6247,47,Male,Widowed,123766,West,0.439762303623134,106247,Life,529199,3439.45,Quarterly,2018-03-20,2,2020-03-19,506247,Critical Illness,2019-04-07,2019-04-25,18,0,1044,2117,0.0,167823.81,High,0,1
6248,39,Male,Single,66388,Northeast,0.5373644935947403,106248,Home,835124,13307.63,Quarterly,2020-04-05,8,2028-04-03,506248,Theft,2018-07-09,2018-08-07,29,3,1058,2051,0.2524190492402876,64563.96,High,0,0
6249,71,Female,Widowed,106167,Northeast,0.43116227785808575,106249,Renters,37117,581.82,Yearly,2020-12-31,6,2026-12-30,506249,Fire,2021-11-11,2021-12-05,24,2,1032,2004,0.3611157771931435,11083.52,Medium,0,0
6250,50,Female,Married,125364,Midwest,0.2997229640855058,106250,Home,732588,4934.97,Yearly,2015-02-04,6,2021-02-02,506250,Theft,2017-02-26,2017-03-11,13,1,1075,2094,0.9167286260076392,24368.09,Medium,0,0
6251,47,Male,Single,104667,West,0.222195228422827,106251,Renters,145829,824.49,Yearly,2022-09-18,6,2028-09-16,506251,Theft,2016-12-28,2017-01-18,21,0,1070,2124,0.5644278007114005,10146.16,Medium,1,0
6252,34,Male,Married,109843,Midwest,0.45066358364124876,106252,Home,439302,8672.7,Yearly,2020-07-07,6,2026-07-06,506252,Liability,2022-10-07,2022-10-09,2,1,1032,2110,0.7387963775244819,67700.75,High,0,0
6253,79,Male,Widowed,33709,Midwest,0.8234486266055792,106253,Home,758547,12283.63,Monthly,2020-05-08,9,2029-05-06,506253,Liability,2022-09-19,2022-10-04,15,1,1012,2011,0.21248465068204536,247662.32,High,0,0
6254,60,Female,Widowed,78754,West,0.4037829928795207,106254,Renters,123449,1738.98,Quarterly,2018-05-12,7,2025-05-10,506254,Theft,2020-01-25,2020-02-12,18,0,1084,2133,0.4995914600499013,22594.82,Medium,0,0
6255,49,Male,Single,116257,Northeast,0.5561352569339162,106255,Renters,87906,856.53,Monthly,2015-02-07,1,2016-02-07,506255,Fire,2018-09-15,2018-09-23,8,0,1073,2000,0.5450577753679371,46415.27,High,0,0
6256,59,Female,Widowed,35094,Northeast,0.7096613781182615,106256,Renters,64949,593.3,Monthly,2019-10-30,3,2022-10-29,506256,Theft,2021-07-18,2021-08-03,16,1,1054,2210,0.4912709641747186,20491.89,Medium,0,0
6257,68,Female,Divorced,170487,Northeast,0.6578381840562036,106257,Renters,117193,823.94,Yearly,2018-04-14,5,2023-04-13,506257,Theft,2020-11-06,2020-12-05,29,0,1042,2021,0.06908585750311369,2942.03,Low,1,0
6258,31,Male,Divorced,37472,South,0.19359215350513612,106258,Life,774627,10944.04,Monthly,2021-09-11,2,2023-09-11,506258,Disability,2020-09-23,2020-10-17,24,0,1082,2036,0.0,118350.67,High,0,1
6259,75,Female,Single,66131,South,0.7579915140885682,106259,Renters,61672,841.19,Monthly,2017-08-05,3,2020-08-04,506259,Liability,2016-08-20,2016-08-25,5,0,1017,2051,0.7838565469838054,8379.15,Medium,0,0
6260,27,Male,Married,114943,Midwest,0.34834298760625054,106260,Home,546512,10401.52,Monthly,2015-01-30,3,2018-01-29,506260,Water Damage,2017-03-06,2017-03-28,22,0,1071,2286,0.3127057769786339,179316.16,High,0,0
6261,64,Male,Married,113737,South,0.5300616393991482,106261,Home,114517,1651.02,Yearly,2021-02-23,2,2023-02-23,506261,Theft,2019-02-21,2019-03-01,8,1,1076,2167,0.8019208474879573,50697.21,High,0,0
6262,77,Female,Married,189020,South,0.6094908537201903,106262,Life,503331,5925.15,Monthly,2019-03-11,1,2020-03-10,506262,Disability,2019-02-03,2019-02-26,23,4,1078,2158,0.0,134596.71,High,0,0
6263,68,Female,Divorced,53115,West,0.7930562227124935,106263,Renters,83087,1533.74,Quarterly,2017-02-11,6,2023-02-10,506263,Liability,2018-10-27,2018-11-20,24,0,1014,2226,0.5607357176487797,19418.25,Medium,0,0
6264,53,Female,Widowed,57961,Midwest,0.7386097908572038,106264,Life,406664,5779.04,Monthly,2019-08-14,4,2023-08-13,506264,Death,2021-09-11,2021-10-04,23,1,1053,2039,0.0,49003.3,High,0,0
6265,51,Female,Divorced,77083,Midwest,0.42290262891505276,106265,Life,247302,3886.06,Monthly,2021-04-15,7,2028-04-13,506265,Critical Illness,2019-09-08,2019-09-27,19,2,1010,2080,0.0,15326.59,Medium,0,0
6266,26,Female,Widowed,77182,West,0.16881012125199524,106266,Life,612593,8821.35,Monthly,2019-11-26,5,2024-11-24,506266,Critical Illness,2020-09-14,2020-10-08,24,2,1081,2042,0.0,66112.68,High,0,0
6267,59,Female,Divorced,157987,Northeast,0.34495430063641136,106267,Life,830285,6261.67,Quarterly,2019-06-05,7,2026-06-03,506267,Disability,2018-10-26,2018-11-09,14,1,1005,2067,0.0,106660.52,High,0,0
6268,45,Male,Married,32017,West,0.6745640179087589,106268,Life,706752,4846.73,Yearly,2017-10-20,6,2023-10-19,506268,Disability,2019-12-31,2020-01-16,16,0,1086,2179,0.0,81338.3,High,0,0
6269,28,Male,Married,165295,Northeast,0.10838120133880128,106269,Life,745641,10713.83,Quarterly,2016-10-30,9,2025-10-28,506269,Critical Illness,2016-12-06,2017-01-03,28,1,1059,2198,0.0,111964.21,High,0,0
6270,31,Male,Married,91852,Midwest,0.29159282687894794,106270,Life,261596,4894.49,Quarterly,2022-03-30,8,2030-03-28,506270,Disability,2016-02-22,2016-02-29,7,0,1073,2065,0.0,36603.39,High,0,0
6271,56,Female,Single,80509,Midwest,0.39582123413088227,106271,Home,988422,19229.6,Quarterly,2019-05-16,6,2025-05-14,506271,Fire,2017-02-18,2017-02-26,8,3,1076,2206,0.41103289491004613,240338.18,High,0,0
6272,72,Female,Single,184147,South,0.7008201475488345,106272,Home,876632,17472.4,Monthly,2019-03-30,8,2027-03-28,506272,Theft,2021-06-11,2021-06-15,4,3,1092,2242,0.9768129493688271,264426.17,High,0,0
6273,64,Female,Widowed,36531,South,0.8904445723371375,106273,Home,571121,10085.98,Quarterly,2017-06-22,9,2026-06-20,506273,Fire,2018-09-21,2018-10-20,29,0,1032,2257,0.5907043550829081,29531.86,High,1,1
6274,71,Male,Single,165738,West,0.40635733189652445,106274,Home,809598,8467.02,Yearly,2017-12-13,9,2026-12-11,506274,Theft,2022-07-27,2022-08-18,22,2,1088,2026,0.8782934254071179,287976.31,High,0,0
6275,36,Male,Divorced,74023,South,0.15202818715464106,106275,Home,984588,13983.89,Monthly,2015-11-21,5,2020-11-19,506275,Theft,2021-07-20,2021-07-24,4,2,1069,2098,0.8817875911238797,302010.1,High,0,0
6276,71,Female,Divorced,196308,Midwest,0.4344136900198171,106276,Life,184686,2610.69,Monthly,2019-09-26,1,2020-09-25,506276,Death,2018-06-25,2018-07-11,16,0,1056,2135,0.0,21956.58,Medium,0,0
6277,32,Female,Widowed,70059,Midwest,0.45689697282250646,106277,Life,499539,6525.62,Monthly,2022-01-05,8,2030-01-03,506277,Critical Illness,2022-08-18,2022-09-14,27,0,1000,2027,0.0,21393.18,Medium,0,0
6278,79,Female,Widowed,70023,Northeast,0.6586966196257948,106278,Home,308504,4976.47,Quarterly,2017-09-08,5,2022-09-07,506278,Fire,2020-11-11,2020-11-14,3,2,1068,2190,0.784377487304418,93876.54,High,0,0
6279,45,Female,Married,34236,South,0.4022658751243025,106279,Renters,56310,425.13,Yearly,2020-10-17,4,2024-10-16,506279,Liability,2018-12-24,2019-01-06,13,0,1025,2185,0.10822077014818088,4555.76,Low,0,0
6280,41,Male,Single,197696,Northeast,0.32923613407531516,106280,Home,602497,4717.76,Monthly,2021-11-16,6,2027-11-15,506280,Theft,2017-03-01,2017-03-13,12,0,1047,2120,0.38184876524274747,148844.42,High,1,0
6281,25,Male,Married,193890,Midwest,0.137988882285663,106281,Life,401107,7689.24,Monthly,2022-10-13,7,2029-10-11,506281,Death,2021-06-21,2021-07-01,10,1,1040,2011,0.0,38758.11,High,0,0
6282,60,Male,Single,191172,South,0.8149902912513125,106282,Renters,131219,2309.18,Yearly,2022-09-05,9,2031-09-03,506282,Fire,2022-04-15,2022-04-28,13,2,1028,2252,0.5302483698353511,39950.55,High,0,0
6283,78,Female,Single,135109,Northeast,0.8014908228953288,106283,Auto,117820,2035.67,Yearly,2018-01-18,8,2026-01-16,506283,Collision,2022-10-20,2022-11-05,16,1,1061,2106,0.5297566185485497,20720.14,Medium,0,0
6284,26,Male,Widowed,156682,Midwest,0.17196758958285008,106284,Home,305437,3740.57,Quarterly,2018-03-12,3,2021-03-11,506284,Water Damage,2022-05-05,2022-05-13,8,0,1042,2021,0.34152061897938457,54507.05,High,0,0
